marka,model,il,yurus,muherrik,qiymet
Changan,Qiyuan Q07,2025,5900,1.5,43500
Lexus,ES 300h,2023,24000,2.5,67830
Kia,Sorento,2018,198762,2.0,35500
Opel,Astra,2005,187759,1.4,10500
Mercedes,ML 350,2009,275000,3.5,19600
Toyota,RAV4,2019,108000,2.5,36800
Changan,Qiyuan Q07,2025,0,1.5,45900
Harley-Davidson,FLHX Street Glide,2020,4004,18003,44200
Ford,Fusion (North America),2019,89000,1.5,19000
Mercedes,ML 350 4MATIC,2012,165000,3.5,38250
Mercedes,Viano,2007,762788,2.2,28400
Hyundai,Sonata,2024,0,2.5,54500
Chevrolet,Cruze,2017,198000,1.4,16500
Mercedes,Viano,2013,535270,2.2,35000
Mercedes,E 350,2012,185012,3.5,28300
Volkswagen,Passat,2017,205000,1.8,21500
Hyundai,Sonata,2024,0,2.5,51900
Toyota,Camry,2017,150000,3.5,32900
Hyundai,Grandeur,2023,26000,1.6,71910
Chevrolet,Cruze,2013,254395,1.4,13800
Kia,Clarus,1999,230000,2.0,4700
LADA,(VAZ) 2106,2004,35000,1.6,4500
Geely,Galaxy L6,2025,0,1.5,38500
Mercedes,C 240,2001,227203,2.6,8500
Toyota,Camry,2025,0,2.0,55760
Changan,CS 55 Plus,2025,0,1.5,30500
BMW,750e xDrive,2024,0,3.0,374000
Denza,N9,2025,0,2.0,117130
Lexus,ES 300h,2024,6323,2.5,93500
Mercedes,W123,1980,188000,2.3,22000
Toyota,Land Cruiser Prado,2011,261000,4.0,45730
CFMOTO,700 CL-X Heritage,2023,2200,7003,8900
Land,Rover RR Sport,2015,129000,3.0,56950
Volkswagen,Touareg,2009,252500,3.6,19500
BMW,525,2008,178000,2.5,24000
Kia,Carens,2013,214000,2.0,19900
Mercedes,C 240,2001,227203,2.6,8500
Nissan,Sunny,2008,225000,1.6,13500
Lexus,ES 350,2022,4400,3.5,86700
Mercedes,CLS 350,2007,344000,3.0,16900
LADA,(VAZ) 2115,2009,360045,1.6,6900
Mercedes,E 320,2000,258000,3.2,24800
Land,Rover RR Sport,2015,167000,3.0,56000
LADA,(VAZ) 2106,2005,123456,1.6,5000
Land,Rover Range Rover,2020,60200,2.0,117300
Toyota,Prius,2008,300000,1.5,11300
BMW,320,2013,153000,2.0,27800
Mercedes,ML 300,2014,170000,3.5,34850
Chevrolet,Cobalt,2024,14000,1.5,35000
Land,Rover Range Rover,2019,95363,3.0,88910
Toyota,Land Cruiser Prado,2008,180000,2.7,25900
Hyundai,Santa Fe,2015,119000,2.4,28500
Hyundai,Accent,2011,240000,1.4,15700
Mercedes,Sprinter 315,2008,246654,2.2,25700
Mercedes,E 300 e,2024,9000,2.0,144500
Chevrolet,Cruze,2015,250000,1.4,16800
Hyundai,Venue,2025,0,1.6,36500
Mercedes,E 300,2017,111600,2.0,46500
Ford,Transit,2011,235000,2.4,25900
Hyundai,Sonata,2006,286523,2.4,11900
Haval,M6,2025,0,1.5,31900
Changan,CS 55 Plus,2025,0,1.5,29500
Toyota,Camry,2025,0,2.0,56950
Nissan,X-Trail,2024,0,2.5,64600
Renault,Espace,2010,237000,2.0,16500
BMW,318,1998,347821,1.9,8900
Mercedes,E 350,2006,287000,3.5,18900
Changan,Uni-Z,2025,5,1.5,32500
Lexus,CT 200h,2011,216779,1.8,19000
BMW,328,2012,250000,2.0,17950
Kia,Sorento,2016,148000,2.0,37500
Kia,Forte,2016,127500,2.0,20900
Hyundai,Sonata,2006,286523,2.4,11900
Ford,Fusion (North America),2020,103000,1.5,18800
BMW,X7,2025,6200,3.0,256700
Changan,CS 55 Plus,2025,0,1.5,29999
Opel,Vectra,1999,273500,1.6,3400
Hyundai,ix35,2013,189000,2.0,22700
Toyota,Camry,2008,197000,2.4,19800
LADA,(VAZ) 2107,2009,63000,1.6,7000
Infiniti,QX50,2022,45000,2.0,44800
Volkswagen,Touareg,2004,242316,3.2,11900
Ford,Transit,2015,138000,2.2,35400
Mercedes,E 220,2014,187000,2.1,29900
Hyundai,Elantra,2012,300947,1.8,16490
Ford,Transit,2009,349000,2.4,18900
BMW,530,2007,435624,3.0,12800
Kia,Optima,2016,196179,2.0,24700
Lexus,GX 460,2009,211000,4.6,35000
Ford,Transit,2014,168000,2.2,34400
Mercedes,E 200,1993,254530,2.0,5800
Ford,Transit,2011,282000,2.2,29000
Nissan,Tiida,2008,197956,1.6,11000
ZIL,130,1983,200000,6.0,7500
Nissan,Tiida,2012,84680,1.5,13900
Toyota,Land Cruiser Prado,2014,124000,2.7,44030
Li,Auto L9,2025,0,1.5,103700
Renault,Dokker,2019,247056,1.6,21500
JMC,Conquer 4x2,2024,0,2.9,49000
JETOUR,T2,2025,0,1.5,48450
BMW,528,2016,169000,2.0,29900
Chevrolet,Captiva,2014,217000,2.0,20800
Mercedes,C 300,2016,251058,2.0,30900
MAN,TGX 18.480,2017,837000,13,49000
Mercedes,Sprinter 315,2008,246654,2.2,25700
Toyota,Prius,2010,386000,1.8,13400
Kia,Cerato,2013,377400,1.6,17900
Hyundai,Getz,2008,208500,1.6,10300
Toyota,Esquire,2017,120000,1.8,36500
Hyundai,Santa Fe,2016,228000,2.0,32600
Kia,Sorento,2005,450000,2.4,11000
BYD,Seal 05,2025,0,1.5,23100
Ford,Transit,2014,111000,2.2,42500
Ford,Fusion (North America),2014,227290,1.5,15300
Ford,Transit,2011,171000,3.2,36400
BYD,Seal 05,2025,0,1.5,22550
Toyota,Camry,2018,67000,2.5,26800
Honda,Accord,2018,120000,1.5,28500
Opel,Astra,2006,234356,1.4,11000
BMW,M3,2017,93000,3.0,110500
LADA,(VAZ) 2115,2004,250000,1.5,5300
Lexus,ES 300h,2024,6323,2.5,93500
Toyota,Land Cruiser,2014,187000,4.0,74460
Changan,Qiyuan A07,2025,0,1.5,38930
Mitsubishi,Mirage,2019,83743,1.2,16300
Toyota,Prius,2008,300000,1.5,13000
Hyundai,Elantra,2014,246000,1.8,20500
Hyundai,Sonata,2016,162544,2.0,23800
GAC,S7,2025,0,1.5,49900
Khazar,LX,2021,290000,1.7,8500
Ford,Focus,2007,250000,1.6,8600
Chevrolet,Cruze,2014,176785,1.4,13200
JETOUR,T1,2025,0,1.5,48800
Kia,K5,2024,0,2.0,52700
Changan,CS 35 Plus,2024,0,1.4,29900
Peugeot,Boxer,2025,0,2.2,64800
Chevrolet,Cobalt,2025,80000,1.5,19900
Hyundai,Elantra,2016,241402,2.0,22800
Hyundai,Elantra,2021,108000,1.6,26500
Opel,Astra,2007,400000,1.3,10300
Mercedes,E 300,2017,68000,2.0,47500
BMW,428,2015,184000,2.0,32000
Porsche,Cayenne Coupe,2023,37000,3.0,183600
Mitsubishi,Pajero,2012,185000,3.8,31900
Geely,Galaxy Starship 7,2025,0,1.5,35700
BMW,320,1996,280000,2.0,6100
LADA,(VAZ) 2107,2005,255300,1.6,3400
Hyundai,Sonata,2008,457000,2.0,13300
Kia,Sorento,2015,175000,2.0,31500
Mercedes,E 350,2007,315000,3.5,19500
Hyundai,Grandeur,2015,164000,2.4,30500
Fiat,Doblo,2008,257000,1.3,10200
GAC,GS8,2024,0,2.0,69900
BMW,525,2000,250000,2.5,9000
Nissan,Juke,2014,129000,1.6,19200
Mitsubishi,Outlander,2025,0,2.4,61030
Nissan,Note,2016,35000,1.2,16800
Hyundai,Elantra,2014,240000,1.8,22400
Mercedes,C 200,2018,110000,1.5,46750
Toyota,Corolla,2025,0,1.8,32000
BYD,Seal 05,2025,0,1.5,22199
Hyundai,Elantra,2019,81000,2.0,27000
Changan,Deepal S05,2025,0,1.5,36800
Daewoo,Nexia,2011,330000,1.5,6600
Ford,Fusion (North America),2018,170430,1.5,22900
Hyundai,Sonata,2015,77110,2.0,25900
Kia,Optima,2015,188000,2.0,28900
Kia,K3,2014,178898,1.6,19900
JAC,J7,2025,28800,1.5,25700
Toyota,Yaris Cross,2025,0,1.5,39950
Changan,Qiyuan A05,2025,0,1.5,21233
Changan,Uni-Z,2025,0,1.5,28560
Land,Rover Discovery,2014,152000,3.0,42330
BMW,520,2021,69500,2.0,73100
Ford,F-150,2021,44700,2.7,100300
Ford,Transit,2010,180000,2.4,26900
BMW,325,2002,281000,2.5,11500
Toyota,Avalon,2024,0,2.5,62050
Subaru,Impreza,2007,290000,2.0,7800
Land,Rover Range Rover,2023,41000,3.0,244800
Hyundai,Elantra,2019,76800,2.0,27900
Volkswagen,Passat,2002,280000,2.8,4500
Volkswagen,Golf,2001,272476,2.0,7000
Changan,Deepal S09,2025,0,1.5,83130
Mitsubishi,Pajero,2016,109000,3.8,38700
Hyundai,Elantra,2020,66200,1.6,25700
Geely,Monjaro,2025,0,1.5,49300
Hyundai,Elantra,2017,192114,2.0,17500
LADA,(VAZ) XRAY Cross,2021,112000,1.6,17500
Ford,Fusion (North America),2016,203000,2.0,22500
Toyota,Land Cruiser,2012,168000,4.0,54000
Hyundai,Sonata,2020,94200,1.6,33500
Land,Rover Discovery,2005,370000,2.7,15800
Land,Rover Range Rover,2015,176351,3.0,68000
Toyota,Corolla Cross,2025,0,2.0,36500
Fiat,Doblo,2008,161400,1.3,9000
Toyota,Highlander,2025,0,2.5,105740
Toyota,Highlander,2024,0,2.5,84830
Toyota,Highlander,2024,0,2.5,92650
Ford,Transit,2010,206600,2.2,16500
BMW,525,2007,230000,2.5,22500
Kia,Ceed SW,2008,308000,1.4,13600
Changan,Qiyuan Q07,2025,0,1.5,43900
Changan,Deepal S05,2025,0,1.5,39610
Mitsubishi,L200,2025,0,2.4,72250
Li,Auto L9,2025,0,1.5,107950
BYD,Seal 05,2025,0,1.5,20300
Hyundai,Sonata,2015,91733,2.0,26500
BMW,520,2012,163000,2.0,29500
Kia,Sportage,2013,148000,2.0,22800
Kia,Optima,2016,74000,2.0,27800
Ford,Fusion (North America),2015,250000,1.5,16800
Kia,Sorento,2016,172000,2.0,35800
Hyundai,Tucson,2015,177478,2.0,33200
Kia,Sorento,2003,277990,2.5,9500
Kia,Cerato,2014,213456,2.0,19700
Mercedes,C 240,1998,458000,2.4,9500
Toyota,Camry,2025,0,2.5,76330
Toyota,RAV4,2025,0,2.5,63750
Chevrolet,Cruze,2016,123000,1.4,13900
Mercedes,S 450,2018,143000,3.0,79777
Mercedes,C 200,1999,328000,2.0,11300
Changan,Qiyuan Q05,2025,0,1.5,28900
Hyundai,Grandeur,2023,38189,1.6,60990
Lexus,RX 350h,2024,14000,2.5,110777
Nissan,X-Trail,2025,0,2.5,72900
Changan,Uni-Z,2025,0,1.5,32500
Mercedes,V 250,2022,8000,2.2,121550
Ford,Transit,2006,264000,2.2,14800
Mitsubishi,Eclipse Cross,2025,0,2.0,47430
Opel,Astra,1999,440000,1.8,7800
Changan,Uni-Z,2025,0,1.5,29300
Cadillac,Escalade,2008,99000,6.2,48450
GWM,(Great Wall Motor) Wey 80,2025,0,1.5,99000
Mercedes,S 350 d,2015,300054,3.0,64600
Opel,Astra,2007,347000,1.3,9700
Opel,Astra,2006,224213,1.4,10900
Bentley,Flying Spur,2015,75300,6.0,104777
DFSK,D71 Plus,2024,0,1.6,28500
M-Hero,917,2025,0,1.5,185300
GWM,(Great Wall Motor) Tank 300,2025,0,2.0,63900
Toyota,Corolla Cross,2025,0,2.0,32300
Nissan,Altima,2018,114000,2.5,25800
Chevrolet,Equinox,2018,172000,1.5,20800
Opel,Astra,2000,485000,1.8,4999
Daewoo,Gentra,2014,358000,1.5,12500
Toyota,Prius,2012,384000,1.8,12700
BMW,525,2008,178000,2.5,24000
Mercedes,E 220,2005,400000,2.2,14900
Mini,Countryman,2015,82000,1.6,15900
Opel,Astra,2006,224213,1.4,10900
Bentley,Flying Spur,2015,75300,6.0,104777
Chery,Tiggo 8 Pro e+,2025,0,1.5,54900
Lexus,GS 300,2015,95693,2.0,30430
LADA,(VAZ) 2106,1998,82191,1.6,4500
Mercedes,E 240,2000,336207,2.4,17300
Toyota,Camry,2025,0,2.5,76330
Hyundai,Sonata,2008,213000,2.4,16400
Mini,Cooper,2010,250000,1.6,11000
Volkswagen,Passat,2007,335000,2.0,8500
Opel,Astra,2005,198000,1.4,11500
Ford,Transit,2007,259110,2.2,14800
Opel,Astra,2006,193001,1.4,10800
Mercedes,E 300 e 4MATIC,2024,76,2.0,129030
Land,Rover RR Sport,2015,129000,3.0,56950
Changan,Qiyuan Q07,2025,0,1.5,40900
Changan,Uni-Z,2025,0,1.5,32400
Chevrolet,Cruze,2014,174800,1.4,12300
Mercedes,S 350 d,2015,205000,3.0,68000
LADA,(VAZ) 2112,2002,250000,1.6,4700
GWM,(Great Wall Motor) Poer,2025,0,2.0,42900
Toyota,Prius,2008,346000,1.5,12600
GWM,(Great Wall Motor) Tank 300,2025,0,2.0,63900
Toyota,Prius,2008,394000,1.5,11600
Fiat,Doblo,2025,0,1.5,43500
BYD,Seal 05,2025,0,1.5,22500
Li,Auto L9,2025,0,1.5,98600
LADA,(VAZ) 2115,2011,275000,1.6,8200
Renault,Megane,2010,258989,1.5,12800
Opel,Astra,2004,235000,1.4,10600
Hyundai,Santa Fe,2013,185181,2.0,29800
Land,Rover RR Velar,2022,90000,2.0,85000
Hyundai,Sonata,2019,120000,2.0,32640
Chery,Tiggo 2 Pro,2022,79300,1.5,19800
Chevrolet,Cruze,2016,99675,1.4,15990
Ford,Tourneo Connect,2011,220000,1.8,10600
Mitsubishi,Lancer,1997,279000,1.3,3300
Hyundai,Avante,2007,220000,1.6,13000
GWM,(Great Wall Motor) Poer,2024,0,2.0,52900
Land,Rover RR Velar,2022,24000,2.0,90100
Hyundai,Elantra,2014,91000,1.8,18800
GWM,(Great Wall Motor) Wey 07,2025,0,1.5,76900
Genesis,G70,2023,29680,2.0,53992
Land,Rover RR Sport,2023,48800,3.0,222222
GWM,(Great Wall Motor) Wey 03,2025,0,1.5,51900
Hyundai,Santa Fe,2017,132000,2.0,32000
Chevrolet,Damas,2025,0,0.8,16700
GWM,(Great Wall Motor) Tank 300,2025,0,2.0,63900
Land,Rover Range Rover,2008,199500,4.2,31000
GWM,(Great Wall Motor) Tank 500,2025,0,2.0,85900
Hyundai,Santa Fe,2010,216802,2.2,22800
GWM,(Great Wall Motor) Tank 500,2025,0,2.0,85900
Chevrolet,Cruze,2019,195354,1.4,17800
Land,Rover RR Evoque,2023,24000,1.5,99450
GAZ,"24 ""Volga""",1984,158000,2.5,4700
Chevrolet,Captiva,2025,0,1.5,42000
Chevrolet,Cobalt,2025,0,1.5,23000
Changan,CS 55 Plus,2025,0,1.5,25390
Ford,Focus,2014,155000,1.6,12800
Mercedes,C 240,1999,458125,2.4,11900
BMW,750e xDrive,2024,0,3.0,374000
Changan,Qiyuan A07,2025,0,1.5,41800
Lynk,& Co 05,2025,0,2.0,67900
Hyundai,Accent,2020,110000,1.6,20300
Chevrolet,Spark,2021,47000,1.3,15800
BMW,525,2007,260596,2.5,14900
Kia,K3,2016,126000,1.6,24300
Hyundai,Sonata,2017,186700,2.4,23000
Lexus,ES 350,2006,277000,3.5,14700
Volkswagen,Touareg,2008,444000,3.6,16000
Chevrolet,Labo,2025,0,0.8,17400
Chevrolet,Labo,2025,0,0.8,17400
Changan,Qiyuan Q05,2025,0,1.5,28500
Changan,Qiyuan Q07,2025,0,1.5,39900
BMW,320,2008,138000,2.0,16500
Hyundai,Avante,2015,139000,1.6,21000
Geely,Monjaro,2025,0,1.5,47600
BMW,330,2020,135000,2.0,45730
BMW,528,2015,225621,2.0,31000
Chevrolet,Cruze,2015,266000,1.4,14000
Ford,Fusion (North America),2017,164153,2.0,27500
Hyundai,Santa Fe,2014,229000,2.0,27500
Kia,Optima,2016,140000,2.0,26000
Changan,Qiyuan Q05,2025,0,1.5,28500
Kia,Optima,2016,81000,2.0,27000
Jeep,Wrangler,2024,8000,2.0,72250
Ford,Transit,2008,183000,2.4,22800
Hyundai,Genesis,2013,249000,3.8,20500
Hyundai,Verna,2005,299300,1.5,10900
Ford,Fusion (North America),2017,199000,2.0,24000
BMW,X5,2023,39000,3.0,144500
BMW,520,2015,136000,2.0,38900
JAC,JS2,2025,0,1.5,17700
BMW,X7,2019,101163,3.0,90440
Hyundai,Grandeur,2018,140000,2.4,35777
BMW,520,2019,160000,2.0,40000
Zonsen,Battlo5,2025,0,2003,3990
Mercedes,GLC 300 4MATIC,2015,151000,2.0,40777
Mercedes,C 220,1999,578000,2.2,10900
Mercedes,E 350,2006,287000,3.5,18900
Toyota,Corolla,2015,87453,1.8,23500
Ford,Fusion (North America),2018,140013,1.5,18700
Mercedes,C 180,2016,186000,1.6,30900
Mercedes,Vito,2006,260000,2.2,19600
Chevrolet,Equinox,2018,174073,1.5,24700
Toyota,RAV4,2025,0,2.5,72000
BMW,X7,2019,101163,3.0,90440
Land,Rover Discovery,2019,92000,2.0,52530
Hyundai,Elantra,2014,190000,1.8,21600
Mercedes,Sprinter 315,2010,584192,3.0,31000
Chery,Tiggo 8 Pro e+,2025,0,1.5,54900
Kia,Sportage,2011,143300,2.0,25000
BMW,530,2020,85000,2.0,51000
Infiniti,I30,2001,200000,3.0,3700
Hyundai,Grandeur,2024,22000,1.6,68000
BMW,730,2020,120000,3.0,84830
Ford,Transit,2002,500000,2.0,10200
Nissan,Tiida,2008,282400,1.6,13200
BMW,520,2025,0,2.0,161600
BMW,328,2014,171000,2.0,26500
Honda,Clarity,2018,115000,1.5,23000
Hyundai,Grandeur,2015,232000,2.2,29500
Jeep,Wrangler,2022,27000,2.0,67830
Volkswagen,Polo,2019,31245,1.6,23500
BMW,X5,2008,367000,3.0,28700
Opel,Astra,1999,228000,1.6,5700
Land,Rover Range Rover,2023,43594,3.0,200600
Land,Rover Range Rover,2018,153000,3.0,84150
Ford,Transit,2002,280000,2.4,17500
Toyota,Camry,2006,260500,2.4,16000
Changan,Qiyuan Q05,2025,0,1.5,27500
Mercedes,GLS 450 4MATIC,2024,0,3.0,244433
Yamaha,FZ-S Fi Hybrid,2025,0,1503,5399
Fiat,500,2023,0,1.2,34100
BMW,750,2016,118100,4.4,45390
Land,Rover Range Rover,2014,96000,5.0,76500
BMW,528,2015,97000,2.0,30600
Mercedes,C 220,1996,149075,2.2,9500
LADA,(VAZ) Niva,2023,11867,1.7,21000
Volkswagen,Passat,2008,315000,1.8,9900
Maserati,Levante,2018,72000,3.0,68000
Khazar,SD,2019,363000,1.7,8500
Toyota,Camry,2006,260500,2.4,16000
Lexus,LX 700h,2025,0,3.4,295800
Jeep,Wrangler,2011,198500,3.6,40800
LADA,(VAZ) 2107,2004,20000,1.5,4500
Nissan,Note,2012,84000,1.2,12000
Ford,Transit,2011,270000,2.2,19500
BMW,X7,2019,86937,3.0,84490
Kia,Sorento,2015,176000,2.0,33900
Chevrolet,Cruze,2012,216786,1.4,11900
Ford,Fusion (North America),2019,130000,1.5,20900
Hyundai,Santa Fe,2016,147850,2.0,34700
Ford,Transit,2006,180000,2.4,26500
Toyota,Camry,2018,165000,2.5,29500
BMW,740,2024,49851,3.0,144160
BMW,530e,2018,68000,2.0,39900
Kia,Sportage,2012,142000,2.0,23300
Hyundai,Elantra,2008,250000,2.0,13900
Daewoo,Nexia,1997,252486,1.5,3400
GWM,(Great Wall Motor) Wey 03,2025,0,1.5,51900
Ford,Transit,2010,182000,2.4,26500
Changan,Uni-Z,2025,0,1.5,33500
Hyundai,Accent,2019,143232,1.6,20900
Kia,Sportage,2011,228000,2.0,22000
Ford,Transit,2009,315000,2.4,32800
Changan,Nevo Q05,2025,0,1.5,34900
Changan,CS 55 Plus,2025,0,1.5,26690
Mazda,CX-5,2025,0,2.0,64500
Land,Rover Defender,2022,0,3.0,158100
LADA,(VAZ) 2107,2010,75000,1.6,6900
Jeep,Grand Cherokee,2017,180000,3.6,34900
BMW,528,2016,230000,2.0,31500
Kia,Forte,2017,123115,2.0,21700
Mercedes,E 220,2016,78000,2.2,50000
Nissan,Note,2013,88000,1.2,13800
BYD,Destroyer 05,2025,0,1.5,22800
Lincoln,MKZ,2016,210000,2.0,21000
Hyundai,Santa Fe,2019,37015,2.0,41700
Dodge,Durango,2012,215000,3.6,22700
Mercedes,E 350,2012,237000,3.5,29750
Jeep,Wrangler,2023,67557,2.0,54740
Hyundai,Santa Fe,2018,146000,2.0,46500
Nissan,Sunny,2012,198521,1.5,7600
Mitsubishi,Pajero,2007,204000,3.0,20900
LADA,(VAZ) 2115,2008,429000,1.5,8000
Kia,K5,2025,0,2.0,61900
Mercedes,E 300,2019,120701,2.0,56950
Kia,Niro,2024,0,1.6,48100
Mercedes,E 280,2008,190000,3.0,22000
Hyundai,Terracan,2002,300000,2.5,6000
Kia,Sonet,2025,0,1.5,37400
Kia,Sportage,2024,0,1.6,61200
Nissan,Magnite,2025,0,1.0,29900
Mercedes,E 270,1999,490118,2.7,16700
Mitsubishi,Pajero,2014,163000,3.8,29800
Kia,Sorento,2025,0,1.6,75900
Hyundai,Sonata,2018,81000,2.4,26500
BYD,Destroyer 05,2025,0,1.5,22300
Kia,Sportage,2025,0,2.0,47900
Nissan,X-Trail,2008,102000,2.5,19099
Haval,H2,2020,120000,1.5,25500
ZEEKR,9X,2025,0,2.0,146030
Changan,Uni-Z,2025,0,1.5,33200
BYD,Qin Plus,2025,0,1.5,22900
Changan,Qiyuan Q07,2025,0,1.5,40500
Kia,Forte,2016,130000,2.0,19800
Land,Rover Range Rover,2016,147000,3.0,65960
Ford,Fusion (North America),2018,114000,1.5,20900
Changan,Uni-Z,2025,0,1.5,32999
Chevrolet,Cruze,2017,198000,1.4,16500
Toyota,Camry,2012,230000,2.5,22700
Ford,Tourneo Connect,2008,279642,1.8,12900
Haval,H2,2020,120000,1.5,25500
Opel,Astra,2017,195000,1.6,19500
Mercedes,E 300,2017,121000,2.0,39500
Kia,Carnival,2025,0,2.2,89900
Kia,Ceed SW,2025,0,1.6,35900
Kia,Optima,2020,68603,1.6,25400
Toyota,Highlander,2024,0,2.5,92650
Kia,Ceed,2025,0,1.6,33900
Porsche,Cayenne,2019,74300,3.0,92990
Hyundai,Sonata,2008,224655,2.4,14500
Kia,Seltos,2025,0,2.0,42900
Chevrolet,Aveo,2012,118364,1.4,11800
Nissan,Note,2017,88000,1.2,15900
Ford,Custom,2015,312000,2.2,23500
Kia,K8,2025,0,1.6,66900
Hyundai,Sonata,2015,213238,2.0,24000
BMW,530,2020,58300,2.0,64600
Toyota,Corolla Cross,2025,0,2.0,45200
LADA,(VAZ) Niva,2021,42000,1.7,18900
Toyota,Corolla Cross,2025,0,2.0,45200
LADA,(VAZ) 2104,2011,40000,1.6,7000
Toyota,Corolla Cross,2025,0,2.0,45200
Land,Rover Discovery,2017,48000,3.0,53000
Kia,K5,2025,0,1.5,45900
Land,Rover Range Rover,2023,37000,3.0,219900
Hyundai,Santa Fe,2013,95000,2.4,25777
Nissan,Xterra,2025,0,2.5,72930
BMW,520,2025,0,2.0,143500
Chevrolet,Cruze,2012,43288,1.4,12600
Kia,Sorento,2015,176000,2.0,33900
Mercedes,C 300,2016,251058,2.0,30900
Mercedes,E 350,2009,310000,3.5,25000
Honda,Accord,2018,115000,1.5,29300
Mercedes,C 300 4MATIC,2015,169000,3.5,28000
Jaguar,F-Pace,2016,180000,2.0,38760
Honda,CR-V,2015,139000,2.4,32000
Mazda,626,1997,302111,1.8,3300
Kia,K5,2024,0,2.5,53900
Fiat,Doblo,2015,494585,1.4,8900
Renault,Megane,2005,342539,1.5,6700
Ford,Fusion (North America),2015,272000,1.5,16600
Mercedes,E 240,2002,270000,2.6,13900
Ford,Transit,1999,253641,2.5,12400
Chevrolet,Trax,2017,120000,1.4,17400
GAZ,53,1976,300000,4.2,11000
Mercedes,A 160,2005,159000,2.0,6300
Nissan,Micra,2012,167000,1.2,12200
Mercedes,S 400,2014,189000,3.0,72930
Mercedes,E 350 e,2025,5000,2.0,164900
Kia,Sorento,2016,148000,2.0,37500
Kia,Cerato,2017,148646,2.0,27000
Land,Rover RR Evoque,2020,72000,2.0,56950
BMW,528,2016,128000,2.0,31900
Toyota,Corolla,2006,146000,1.4,16200
Toyota,Land Cruiser Prado,2014,130000,2.7,51000
Mercedes,C 300,2017,138000,2.0,34900
Hyundai,Accent,2022,67000,1.6,21000
Audi,Q8,2018,49000,3.0,88400
Mercedes,E 230,1998,254782,2.3,8900
Yamaha,MT-07,2022,9900,7003,17000
BYD,Qin Plus,2025,0,1.5,20655
Kia,Sportage,2025,0,2.0,47900
BMW,X5,2023,65983,3.0,133450
Maserati,Quattroporte,2015,138000,3.0,49500
Nissan,Maxima,2005,300000,3.0,5700
Chevrolet,Cruze,2016,45500,1.4,16200
Hyundai,Grandeur,2015,195000,2.2,27000
Kia,Optima,2013,182655,2.0,21900
Hyundai,Elantra,2014,168222,1.8,17900
Lexus,GS 300h,2018,114000,2.5,60699
Hyundai,Sonata,2010,160934,2.4,15500
Yamaha,MT-07,2022,9900,7003,17000
BMW,330,2021,39200,2.0,50830
Hyundai,Sonata,2024,3600,2.0,55930
Changan,Qiyuan A05,2025,0,1.5,26300
GAZ,GAZel (33021),1996,250000,2.4,5900
Chevrolet,Cruze,2016,99675,1.4,15990
Opel,Vita,1998,258000,1.4,4500
Toyota,RAV4,2022,49800,2.5,54500
Land,Rover Range Rover,2016,94700,3.0,58650
Opel,Astra,2009,198000,1.4,11700
Ford,Fusion (North America),2018,69500,1.5,20900
Ford,Fusion (North America),2017,78500,2.0,22900
Toyota,Land Cruiser,2013,115000,4.5,75650
Chevrolet,Trax,2016,162423,1.4,16400
Hyundai,Accent,2018,115400,1.6,21700
Opel,Astra,2007,280000,1.3,9400
BMW,X5,2019,40500,3.0,110500
Kia,Rio,2007,300000,1.5,8900
Changan,Uni-Z,2025,0,1.5,32999
BMW,530,2017,118000,2.0,52700
BMW,428,2016,152000,2.0,34000
Mercedes,E 200,2000,482000,2.0,8500
Peugeot,Boxer,2025,0,2.2,62800
BMW,X7,2019,86937,3.0,84490
Toyota,Camry,2025,0,2.0,57630
Changan,Qiyuan Q05,2025,0,1.5,28900
Geely,Coolray,2024,0,1.5,39900
Hyundai,Tucson,2016,106000,1.6,25500
Chevrolet,Cruze,2012,43288,1.4,12600
Hyundai,Elantra,2017,141622,2.0,23200
BMW,330,2017,169000,2.0,29000
Mercedes,E 230,1997,480000,2.3,3500
Toyota,Land Cruiser Prado,2011,169000,2.7,39500
Toyota,Land Cruiser Prado,2008,187000,2.7,28500
Kia,Sportage,2013,164500,2.0,24600
Opel,Astra,1998,308000,1.6,7500
Toyota,Land Cruiser Prado,2012,178490,2.7,42900
Changan,Uni-Z,2025,0,1.5,33900
Changan,Qiyuan A05,2025,0,1.5,27500
Hyundai,ix35,2014,119000,2.0,27600
Changan,CS 55 Plus,2025,0,1.5,29900
Kia,Sorento,2016,162000,2.0,38800
Changan,CS 55 Plus,2025,0,1.5,30300
Hyundai,Grandeur,2015,218000,2.2,27500
Kia,Sorento,2017,163000,2.0,38500
Hyundai,Sonata,2015,200500,1.7,26000
Nissan,Kicks,2017,140000,1.6,20900
Mercedes,C 200,2001,380000,2.0,11000
Renault,Tondar,2013,350000,1.6,6000
Mercedes,C 200,2000,285000,2.0,9500
Kia,K3,2017,203000,1.6,18000
Changan,Uni-Z,2025,0,1.5,31501
Kia,Sorento,2015,129000,2.0,37800
Hyundai,Santa Fe,2015,175000,2.0,31500
Mercedes,C 240,2001,408529,2.6,9200
BYD,Seal 05,2025,0,1.5,22500
Hyundai,Santa Fe,2010,105000,2.0,21500
Changan,Uni-Z,2025,0,1.5,33500
BMW,520,2019,160000,2.0,40000
JETOUR,T2,2025,0,1.5,58900
Changan,Deepal S05,2025,0,1.5,39610
Land,Rover Range Rover,2020,113191,3.0,104550
Kia,Rio,2010,220000,1.5,13700
Kia,Optima,2016,167000,2.0,25900
Chevrolet,Cruze,2015,255000,1.4,13600
